Aesthetic Appreciation and Spanish Art:	['3', '0', '4', '3', '-1', '-2']	['amod', 'root', 'cc', 'amod', 'conj', 'punct']
First, surveys are subject to variable response rates and the misinterpretation of questions or sample frames, which can inject bias into fine-grained analyses [21, 22].	['6', '1', '4', '3', '0', '5', '4', '3', '-2', '4', '3', '-1', '3', '0', '4', '3', '-1', '5', '4', '3', '-10', '1', '4', '3', '-2', '3', '-4', '3', '0', '-1', '-24']	['advmod', 'punct', 'nsubj', 'cop', 'root', 'case', 'amod', 'compound', 'obl', 'cc', 'det', 'conj', 'case', 'nmod', 'cc', 'compound', 'conj', 'punct', 'nsubj', 'aux', 'acl:relcl', 'obj', 'case', 'amod', 'obl', 'punct', 'dep', 'punct', 'conj', 'punct', 'punct']
Second, aggregate information provides only a high-level view of a field, which can make it difficult to investigate causality [23].	['6', '1', '3', '3', '0', '5', '4', '3', '-2', '4', '3', '-1', '5', '4', '3', '-5', '1', '0', '3', '0', '1', '3', '-16', '1', '-18']	['advmod', 'punct', 'amod', 'nsubj', 'root', 'advmod', 'det', 'amod', 'obj', 'case', 'det', 'nmod', 'punct', 'nsubj', 'aux', 'acl:relcl', 'obj', 'xcomp', 'mark', 'xcomp', 'obj', 'punct', 'dep', 'punct', 'punct']
For example, differences in recruitment and retention strategies across departments will be washed out by averaging, thereby masking any insights into the efficacy of individual strategies and policies.	['3', '14', '1', '12', '6', '5', '3', '0', '-3', '3', '-5', '4', '3', '0', '1', '3', '-1', '4', '3', '-4', '3', '0', '4', '3', '-1', '4', '3', '-1', '3', '0', '-15']	['case', 'obl', 'punct', 'nsubj:pass', 'case', 'compound', 'cc', 'conj', 'nmod', 'case', 'nmod', 'aux', 'aux:pass', 'root', 'compound:prt', 'case', 'obl', 'punct', 'advmod', 'advcl', 'det', 'obj', 'case', 'det', 'nmod', 'case', 'amod', 'nmod', 'cc', 'conj', 'punct']
Here, we present a novel system, based on a topical web crawler, that can quickly and automatically assemble a full census of an academic field using digital data available on the public World Wide Web.	['5', '1', '3', '0', '4', '3', '-1', '3', '0', '6', '5', '4', '3', '-3', '8', '7', '6', '5', '3', '0', '-12', '4', '3', '-1', '5', '4', '3', '-2', '-6', '3', '0', '1', '7', '6', '5', '3', '3', '-4', '-33']	['advmod', 'punct', 'nsubj', 'root', 'det', 'amod', 'obj', 'punct', 'acl', 'case', 'det', 'amod', 'compound', 'obl', 'punct', 'nsubj', 'aux', 'advmod', 'cc', 'conj', 'acl:relcl', 'det', 'amod', 'obj', 'case', 'det', 'amod', 'nmod', 'advcl', 'amod', 'obj', 'amod', 'case', 'det', 'amod', 'compound', 'compound', 'obl', 'punct']
This system is efficient and accurate, and it can be adapted to any academic discipline and used for continuous collection.	['3', '4', '3', '0', '3', '0', '7', '6', '5', '4', '3', '-6', '5', '4', '3', '-2', '3', '-4', '4', '3', '-1', '-16']	['det', 'nsubj', 'cop', 'root', 'cc', 'conj', 'punct', 'cc', 'nsubj:pass', 'aux', 'aux:pass', 'conj', 'case', 'det', 'amod', 'obl', 'cc', 'conj', 'case', 'amod', 'obl', 'punct']
The system is capable of collecting census data for an entire academic field in just a few hours using off-the-shelf computing hardware, a vast improvement over the roughly 1600 hours required to do this task by hand [19].	['3', '4', '3', '0', '3', '0', '3', '0', '6', '5', '4', '3', '-5', '6', '4', '4', '3', '-10', '-11', '4', '3', '-1', '5', '4', '3', '-20', '6', '5', '3', '3', '-3', '1', '3', '0', '3', '0', '3', '-2', '3', '-7', '1', '-36']	['det', 'nsubj', 'cop', 'root', 'mark', 'advcl', 'compound', 'obj', 'case', 'det', 'amod', 'amod', 'obl', 'case', 'advmod', 'det', 'amod', 'obl', 'advcl', 'amod', 'compound', 'obj', 'punct', 'det', 'amod', 'parataxis', 'case', 'det', 'advmod', 'nummod', 'nmod', 'acl', 'mark', 'xcomp', 'det', 'obj', 'case', 'obl', 'punct', 'dep', 'punct', 'punct']
By assembling an accurate census of an entire field from online information alone, this system will facilitate new research on the composition of academic fields by providing access to complete faculty listings, without having to rely on surveys or professional societies.	['3', '18', '4', '3', '-1', '5', '4', '3', '-2', '4', '3', '-8', '1', '-10', '3', '4', '3', '0', '3', '0', '4', '3', '-1', '4', '3', '-1', '3', '-8', '1', '5', '4', '3', '-2', '4', '3', '-16', '3', '0', '3', '0', '4', '3', '-1', '-24']	['mark', 'advcl', 'det', 'amod', 'obj', 'case', 'det', 'amod', 'nmod', 'case', 'amod', 'obl', 'advmod', 'punct', 'det', 'nsubj', 'aux', 'root', 'amod', 'obj', 'case', 'det', 'nmod', 'case', 'amod', 'nmod', 'mark', 'advcl', 'obj', 'case', 'amod', 'compound', 'nmod', 'punct', 'mark', 'advcl', 'mark', 'xcomp', 'case', 'obl', 'cc', 'amod', 'conj', 'punct']
This system can also be used longitudinally to study how the workforce’s composition changes over time, which is particularly valuable for evaluating the effectiveness of policies meant to broaden participation or improve retention of faculty.	['3', '6', '5', '4', '3', '0', '1', '3', '-1', '7', '3', '4', '1', '3', '-4', '3', '0', '6', '5', '4', '3', '-5', '3', '0', '3', '0', '3', '0', '1', '3', '0', '1', '3', '-1', '1', '3', '0', '-30']	['det', 'nsubj:pass', 'aux', 'advmod', 'aux:pass', 'root', 'advmod', 'mark', 'xcomp', 'mark', 'det', 'nmod:poss', 'case', 'nsubj', 'ccomp', 'case', 'obl', 'punct', 'nsubj', 'cop', 'advmod', 'acl:relcl', 'mark', 'advcl', 'det', 'obj', 'case', 'nmod', 'acl', 'mark', 'xcomp', 'obj', 'cc', 'conj', 'obj', 'case', 'nmod', 'punct']
Finally, applied to many academic fields in parallel, the system can elucidate scientists’ movement between different disciplines and relate those labor flows to scientific advances.	['15', '1', '13', '5', '4', '3', '-2', '3', '-4', '-5', '3', '4', '3', '0', '4', '1', '-1', '4', '3', '-1', '3', '-6', '4', '3', '-1', '4', '3', '-4', '-13']	['advmod', 'punct', 'advcl', 'case', 'amod', 'amod', 'obl', 'case', 'obl', 'punct', 'det', 'nsubj', 'aux', 'root', 'nmod:poss', 'case', 'obj', 'case', 'amod', 'nmod', 'cc', 'conj', 'det', 'compound', 'obj', 'case', 'amod', 'obl', 'punct']
In short, many important research questions will benefit from the availability of accurate and frequently-recollected census data.	['3', '9', '1', '5', '4', '3', '4', '3', '0', '4', '3', '-1', '7', '6', '3', '0', '3', '-4', '-8']	['case', 'obl', 'punct', 'amod', 'amod', 'compound', 'nsubj', 'aux', 'root', 'case', 'det', 'obl', 'case', 'amod', 'cc', 'conj', 'compound', 'nmod', 'punct']
Our study is organized as follows.	['3', '4', '3', '0', '3', '0', '-1']	['nmod:poss', 'nsubj:pass', 'aux:pass', 'root', 'mark', 'advcl', 'punct']
We begin by detailing the design and implementation of our web crawler framework.	['3', '0', '3', '0', '3', '0', '3', '0', '6', '5', '3', '3', '-5', '-10']	['nsubj', 'root', 'mark', 'advcl', 'det', 'obj', 'cc', 'conj', 'case', 'nmod:poss', 'compound', 'compound', 'nmod', 'punct']
Next, we present the results of our work in two sections.	['5', '1', '3', '0', '3', '0', '4', '3', '-1', '4', '3', '-6', '-7']	['advmod', 'punct', 'nsubj', 'root', 'det', 'obj', 'case', 'nmod:poss', 'nmod', 'case', 'nummod', 'obl', 'punct']
The first demonstrates the validity and utility of the crawler by collecting census data for the field of computer science and comparing it to a hand-curated census, collected in 2011 [19].	['3', '3', '0', '3', '0', '3', '0', '4', '3', '-3', '3', '-7', '3', '0', '4', '3', '-3', '4', '3', '-1', '3', '-8', '1', '5', '4', '3', '-3', '3', '0', '3', '0', '3', '-4', '1', '-30']	['det', 'nsubj', 'root', 'det', 'obj', 'cc', 'conj', 'case', 'det', 'nmod', 'mark', 'advcl', 'compound', 'obj', 'case', 'det', 'obl', 'case', 'compound', 'nmod', 'cc', 'conj', 'obj', 'case', 'det', 'amod', 'obl', 'punct', 'acl', 'case', 'obl', 'punct', 'dep', 'punct', 'punct']
The second provides an example of the type of research enabled by our system and uses the 2011 and 2017 censuses to investigate the “leaky pipeline” problem in faculty retention.	['3', '3', '0', '3', '0', '4', '3', '-1', '3', '0', '-1', '4', '3', '-1', '3', '-11', '6', '5', '3', '0', '-3', '3', '-5', '7', '4', '3', '4', '1', '-4', '4', '3', '-1', '-28']	['det', 'nsubj', 'root', 'det', 'obj', 'case', 'det', 'nmod', 'case', 'nmod', 'acl', 'case', 'nmod:poss', 'obl', 'cc', 'conj', 'det', 'compound', 'cc', 'conj', 'obj', 'mark', 'advcl', 'det', 'punct', 'amod', 'compound', 'punct', 'obj', 'case', 'compound', 'nmod', 'punct']
Distant Rhythm: Automatic Enjambment Detection on Four Centuries of Spanish Sonnets	['3', '0', '5', '4', '3', '-2', '4', '3', '-1', '4', '3', '-1']	['amod', 'root', 'punct', 'amod', 'compound', 'dep', 'case', 'nummod', 'nmod', 'case', 'amod', 'nmod']
Pablo Ruiz Fabo	['0', '1', '0']	['root', 'flat', 'flat']
pabloruizfabo@gmail.com	['0']	['root']
Lattice Lab, CNRS, France	['3', '0', '3', '0', '3', '-2']	['compound', 'root', 'punct', 'appos', 'punct', 'appos']
Clara Martínez Cantón	['0', '1', '0']	['root', 'flat', 'flat']
cimartinez@flog.uned.es	['0']	['root']
Universidad Nacional de Educación a Distancia, Spain	['0', '1', '0', '-1', '-2', '-3', '3', '-5']	['root', 'flat', 'flat', 'flat', 'flat', 'flat', 'punct', 'appos']
Thierry Poibeau	['0', '1']	['root', 'flat']
thierry.poibeau@ens.fr	['0']	['root']
Lattice Lab, CNRS, France	['3', '0', '3', '0', '3', '-2']	['compound', 'root', 'punct', 'appos', 'punct', 'appos']
Introduction	['0']	['root']
Enjambment takes place when a syntactic unit is broken up across two lines of poetry (Domínguez Caparrós, 2000: 103), giving rise to different stylistic effects (e.g. increased emphasis on elements of the broken-up phrase, or contrast between those elements), or creating double interpretations for the enjambed lines (García-Paje, 1991).	['3', '0', '1', '7', '4', '3', '4', '3', '-5', '1', '4', '3', '-2', '3', '0', '3', '-13', '1', '3', '-1', '3', '0', '-4', '3', '-14', '1', '5', '4', '3', '-3', '5', '4', '3', '-2', '3', '0', '5', '4', '3', '-2', '4', '3', '-7', '4', '3', '-1', '-11', '4', '3', '-23', '3', '0', '5', '4', '3', '-2', '3', '-6', '3', '0', '-1', '-58']	['nsubj', 'root', 'obj', 'mark', 'det', 'amod', 'nsubj:pass', 'aux:pass', 'advcl', 'compound:prt', 'case', 'nummod', 'obl', 'case', 'nmod', 'punct', 'dep', 'flat', 'punct', 'nmod:tmod', 'punct', 'dep', 'punct', 'punct', 'advcl', 'obj', 'case', 'amod', 'amod', 'obl', 'punct', 'advmod', 'amod', 'appos', 'case', 'nmod', 'case', 'det', 'amod', 'nmod', 'punct', 'cc', 'conj', 'case', 'det', 'nmod', 'punct', 'punct', 'cc', 'conj', 'amod', 'obj', 'case', 'det', 'amod', 'nmod', 'punct', 'dep', 'punct', 'nmod:tmod', 'punct', 'punct']
In Spanish poetry, the syntactic configurations under which enjambment takes place have been described extensively, and detailed studies on the use of enjambment by individual authors exist (see Martínez Cantón, 2011 for an overview) including, among others Quilis (1964), Domínguez Caparrós, (2000), Paraíso, (2000), Spang (1983) for a description of enjambment, and Alarcos (1966), Senabre (1982), Luján (2006), Martínez Fernández (2010) for case-studies on a single author.	['4', '3', '14', '1', '4', '3', '10', '3', '4', '3', '-2', '1', '4', '3', '0', '1', '14', '13', '3', '11', '4', '3', '-1', '3', '0', '4', '3', '-3', '-12', '3', '0', '1', '1', '3', '-1', '4', '3', '-5', '-6', '6', '1', '3', '3', '-13', '3', '0', '1', '3', '-3', '1', '4', '3', '-2', '1', '3', '-10', '4', '3', '-1', '1', '3', '-16', '3', '0', '1', '4', '3', '-4', '3', '0', '4', '3', '-27', '3', '0', '1', '3', '-3', '3', '0', '1', '3', '-8', '3', '0', '1', '3', '-13', '1', '3', '-1', '1', '3', '-19', '5', '4', '3', '-2', '-82']	['case', 'amod', 'obl', 'punct', 'det', 'amod', 'nsubj:pass', 'case', 'obl', 'nsubj', 'acl:relcl', 'obj', 'aux', 'aux:pass', 'root', 'advmod', 'punct', 'cc', 'amod', 'nsubj', 'case', 'det', 'nmod', 'case', 'nmod', 'case', 'amod', 'nmod', 'conj', 'punct', 'parataxis', 'obj', 'flat', 'punct', 'nmod:tmod', 'case', 'det', 'obl', 'punct', 'case', 'punct', 'case', 'nmod', 'obl', 'punct', 'nmod:tmod', 'punct', 'punct', 'conj', 'flat', 'punct', 'punct', 'nmod:tmod', 'punct', 'punct', 'conj', 'punct', 'punct', 'nmod:tmod', 'punct', 'punct', 'conj', 'punct', 'nmod:tmod', 'punct', 'case', 'det', 'nmod', 'case', 'nmod', 'punct', 'cc', 'conj', 'punct', 'nmod:tmod', 'punct', 'punct', 'conj', 'punct', 'nmod:tmod', 'punct', 'punct', 'conj', 'punct', 'nmod:tmod', 'punct', 'punct', 'conj', 'flat', 'punct', 'nmod:tmod', 'punct', 'case', 'nmod', 'case', 'det', 'amod', 'nmod', 'punct']
However, a larger-scale study to identify enjambment across hundreds of authors spanning several centuries, enabling distant reading (Moretti, 2013), was not previously available.	['30', '1', '4', '3', '26', '3', '0', '1', '3', '-1', '3', '0', '-1', '3', '0', '3', '-10', '3', '0', '3', '0', '3', '0', '-1', '-18', '5', '4', '3', '0', '1']	['advmod', 'punct', 'det', 'amod', 'nsubj', 'mark', 'acl', 'obj', 'case', 'obl', 'case', 'nmod', 'acl', 'amod', 'obj', 'punct', 'acl', 'amod', 'obj', 'punct', 'dep', 'punct', 'nmod:tmod', 'punct', 'punct', 'cop', 'advmod', 'advmod', 'root', 'punct']
Given that need, we have developed software, based on Natural Language Processing, that automatically identifies enjambment in Spanish, and applied it to a corpus of approx. 3750 sonnets by ca. 1000 authors, from the 15th to the 19th century.	['8', '3', '0', '-1', '4', '3', '0', '1', '3', '0', '5', '3', '3', '-2', '5', '4', '3', '-8', '1', '3', '-1', '4', '3', '-15', '1', '4', '3', '-2', '5', '4', '3', '-2', '5', '3', '3', '-2', '5', '4', '3', '-6', '5', '4', '3', '-2', '-36']	['advcl', 'det', 'obj', 'punct', 'nsubj', 'aux', 'root', 'obj', 'punct', 'acl', 'case', 'amod', 'compound', 'obl', 'punct', 'nsubj', 'advmod', 'acl:relcl', 'obj', 'case', 'obl', 'punct', 'cc', 'conj', 'obj', 'case', 'det', 'obl', 'case', 'advmod', 'nummod', 'nmod', 'case', 'advmod', 'nummod', 'nmod', 'punct', 'case', 'det', 'nmod', 'case', 'det', 'amod', 'amod', 'punct']
What is the interest of such large-scale automatic analyses of enjambment?	['5', '4', '3', '0', '6', '5', '4', '3', '-3', '3', '0', '-6']	['nsubj', 'cop', 'det', 'root', 'case', 'amod', 'amod', 'amod', 'nmod', 'case', 'nmod', 'punct']
First, the literature shows a debate about which specific syntactic units can be considered to trigger enjambment, if split across two lines, and whether lexical and syntactic criteria are sufficient to identify enjambment.	['6', '1', '3', '3', '0', '3', '0', '9', '5', '4', '3', '5', '4', '3', '-6', '3', '0', '1', '4', '3', '-4', '4', '3', '-1', '10', '9', '8', '5', '3', '0', '4', '3', '-16', '3', '0', '1', '-30']	['advmod', 'punct', 'det', 'nsubj', 'root', 'det', 'obj', 'mark', 'det', 'amod', 'amod', 'nsubj:pass', 'aux', 'aux:pass', 'acl', 'mark', 'xcomp', 'obj', 'punct', 'mark', 'advcl', 'case', 'nummod', 'obl', 'punct', 'cc', 'mark', 'amod', 'cc', 'conj', 'nsubj', 'cop', 'conj', 'mark', 'xcomp', 'obj', 'punct']
Second, the stylistic effects that enjambment permits are also an object of current research (Martínez Fernández, 2010).	['13', '1', '4', '3', '9', '4', '3', '-1', '5', '4', '3', '0', '4', '3', '-1', '3', '-3', '1', '3', '-1', '-2', '-8']	['advmod', 'punct', 'det', 'amod', 'nsubj', 'obj', 'nsubj', 'acl:relcl', 'cop', 'advmod', 'det', 'root', 'case', 'amod', 'nmod', 'punct', 'dep', 'flat', 'punct', 'nmod:tmod', 'punct', 'punct']
Systematically collecting large amounts of enjambment examples provides helpful evidence to assess scholars’ current claims, and may stimulate novel analyses.	['3', '8', '3', '0', '4', '3', '-1', '0', '3', '0', '3', '0', '5', '1', '3', '-2', '5', '4', '3', '-10', '3', '0', '-13']	['advmod', 'csubj', 'amod', 'obj', 'case', 'compound', 'nmod', 'root', 'amod', 'obj', 'mark', 'acl', 'nmod:poss', 'case', 'amod', 'obj', 'punct', 'cc', 'aux', 'conj', 'amod', 'obj', 'punct']
Finally, our study complements Navarro’s (2016) automatic metrical analyses of Spanish Golden Age sonnets, by covering a wider period and focusing on enjambment.	['6', '1', '3', '3', '0', '9', '1', '3', '-1', '1', '4', '3', '-6', '6', '4', '3', '3', '-3', '4', '3', '-14', '4', '3', '-1', '3', '-3', '3', '0', '-22']	['advmod', 'punct', 'nmod:poss', 'nsubj', 'root', 'nmod:poss', 'case', 'punct', 'nmod:tmod', 'punct', 'amod', 'amod', 'obj', 'case', 'amod', 'amod', 'compound', 'nmod', 'punct', 'mark', 'advcl', 'det', 'amod', 'obj', 'cc', 'conj', 'case', 'obl', 'punct']
The abstract is structured thus:	['3', '4', '3', '0', '1', '0']	['det', 'nsubj:pass', 'aux:pass', 'root', 'advmod', 'punct']
First we provide the definition of enjambment adopted.	['4', '3', '0', '3', '0', '3', '0', '-1', '-4']	['advmod', 'nsubj', 'root', 'det', 'obj', 'case', 'nmod', 'acl', 'punct']
Then, our corpus and system are described, followed by an evaluation of the system.	['9', '1', '3', '6', '3', '0', '3', '0', '3', '0', '4', '3', '-1', '4', '3', '-1', '-7']	['advmod', 'punct', 'nmod:poss', 'nsubj:pass', 'cc', 'conj', 'aux:pass', 'root', 'punct', 'advcl', 'case', 'det', 'obl', 'case', 'det', 'nmod', 'punct']
Finally, findings on enjambment in our diachronic sonnet corpus are discussed.	['13', '1', '11', '3', '0', '6', '5', '4', '3', '-3', '3', '0', '1']	['advmod', 'punct', 'nsubj:pass', 'case', 'nmod', 'case', 'nmod:poss', 'amod', 'amod', 'nmod', 'aux:pass', 'root', 'punct']
The project’s website provides details omitted here for space reasons, including samples for the corpus, results, and other details.	['3', '4', '1', '3', '0', '1', '1', '1', '4', '3', '-2', '4', '3', '-6', '4', '3', '-1', '3', '0', '5', '4', '3', '-4', '-17']	['det', 'nmod:poss', 'case', 'nsubj', 'root', 'obj', 'acl', 'advmod', 'case', 'compound', 'obl', 'punct', 'case', 'nmod', 'case', 'det', 'nmod', 'punct', 'conj', 'punct', 'cc', 'amod', 'conj', 'punct']
Enjambment in Spanish	['0', '3', '0']	['root', 'case', 'nmod']
Syntactic and metrical units often match in poetry.	['5', '3', '0', '4', '3', '0', '3', '0', '-1']	['amod', 'cc', 'conj', 'nsubj', 'advmod', 'root', 'case', 'obl', 'punct']
However, this trend has been broken since antiquity for various reasons (Parry (1929) on Homer, or Flores Gómez (1988) on early classical poetry).	['8', '1', '3', '5', '4', '3', '0', '3', '0', '4', '3', '-3', '3', '-5', '3', '0', '1', '3', '-3', '4', '3', '-6', '1', '3', '-1', '1', '5', '4', '3', '-6', '-22', '-23']	['advmod', 'punct', 'det', 'nsubj:pass', 'aux', 'aux:pass', 'root', 'case', 'obl', 'case', 'amod', 'obl', 'punct', 'dep', 'punct', 'nmod:tmod', 'punct', 'case', 'nmod', 'punct', 'cc', 'conj', 'flat', 'punct', 'nmod:tmod', 'punct', 'case', 'amod', 'amod', 'nmod', 'punct', 'punct']
"In Spanish tradition, enjambment (in Spanish, ""encabalgamiento"") is considered to take place when a pause suggested by poetic form (e.g. at the end of a line or across hemistichs) occurs between strongly connected lexical or syntactic units, triggering an unnatural cut between those units."	['4', '3', '14', '1', '12', '7', '3', '5', '1', '3', '-4', '1', '0', '3', '0', '3', '0', '1', '21', '3', '19', '1', '4', '3', '-1', '6', '5', '4', '3', '-7', '4', '3', '-1', '4', '3', '-4', '-5', '-21', '8', '3', '6', '5', '3', '0', '-5', '3', '-7', '4', '3', '-1', '4', '3', '-1', '-37']	['case', 'amod', 'obl', 'punct', 'nsubj:pass', 'punct', 'case', 'nmod', 'punct', 'punct', 'appos', 'punct', 'punct', 'aux:pass', 'root', 'mark', 'xcomp', 'obj', 'mark', 'det', 'nsubj', 'acl', 'case', 'amod', 'obl', 'punct', 'advmod', 'case', 'det', 'nmod', 'case', 'det', 'nmod', 'cc', 'case', 'conj', 'punct', 'advcl', 'case', 'advmod', 'amod', 'amod', 'cc', 'conj', 'obl', 'punct', 'advcl', 'det', 'amod', 'obj', 'case', 'det', 'nmod', 'punct']
